amount_usd,tx_count_user,rolling_volume_user,relative_amount,risk_score,alert
811.8505737336999,11839,1580.5701460038283,0.2398295908591022,0.36381100709140735,False
360.6012285139056,370056,1188.6503196654985,1.0196283268601811,0.4424537191091579,False
3709.51373260118,589985,236958.1375764226,0.4938878261559729,0.6031327867635586,False
212798.17046890475,589982,265118.8354293728,28.332131756076592,0.7868651561242813,True
3321.7989276668,589978,177940.60136944175,0.4422903029893845,0.563589534529145,False
1374.4539971503198,589981,52821.58346884842,0.183004467437965,0.49264147765547717,False
453.99327857046,589987,23466.29901271283,0.0604452484209395,0.46780279972041927,False
1.116004483314328,60812,314.9491896335166,0.0002966329294344,0.36368801819816193,False
226.79262377485983,589986,235810.47620304712,0.0301954132369899,0.5645878141887785,False
268.0223915358061,373283,41440.41309290864,0.0239724370879599,0.45489984199347044,False
1421.6212694534397,71,2458.8973645051365,3.642612338726952,0.44016277626078526,False
104.06508088806,70,1068.483549420814,0.2771066017876405,0.3423528519527764,False
1033.7504271595228,12972,7089.612073677616,0.2529994030940851,0.372178979062015,False
1021.9193851002112,12973,7095.616888595622,0.2501183395358468,0.37174976500693613,False
482.3065861515613,589984,279517.5044949213,0.0642146556675623,0.5870273003056576,False
130.70866908388854,370055,828.1427716715564,0.3695890587573908,0.4337963705776232,False
18593.69279161366,589983,280390.72929331963,2.475574086436127,0.6957414367895213,True
305.72379014226,123925,1209.361845027262,0.090465084222038,0.39446775621672714,False
38.5292131676,50274,1544.249429670573,0.1064930426456031,0.36133827183681033,False
1355.53138454988,589979,165339.42486437754,0.1804863065564665,0.5323342620096065,False
813.1403925041537,11840,1997.6683058890112,0.2402260331545198,0.36284241124814715,False
1021.3163814557118,12971,7071.4052119037,0.2499419087167801,0.37174976500693613,False
184.626865,1,184.626865,1.0,0.3461005416873092,False
129.08148959664734,60813,349.0158531226889,0.0343102819089085,0.36022820072908807,False
46268.8806510999,589980,51514.87694307044,6.1605555038808815,0.643282703648234,False
500.9185083803949,589977,191987.79558084285,0.0666961469477517,0.5337828775094511,False
410.09323,3,554.9131150000001,2.217067243040381,0.3883633036493915,False
499.4871862648949,8421,2151.7955882346323,0.1752308070709964,0.3558840001527858,False
2.0632090446,186632,659.3955202322418,0.0016548007425215,0.40128752555999575,False
29.92208241111,2922,155.3165328647762,0.1899150453853045,0.34498211862952394,False
29.91998779338,2916,151.88193824995224,0.1895880917730381,0.3451105334249863,False
13412.432805623968,190545,14464.355686008952,3.536987078135322,0.5992140321517588,False
2402.877187420905,589970,11742.339543786056,0.3199478590271614,0.4796124614708823,False
2598.859066669842,589971,9060.174223520811,0.3460436181793186,0.48320684245989526,False
133.3828230575,17,1208.5197423113495,0.4170766844226163,0.34470393806186705,False
488.49700207063694,589972,8390.746389503494,0.0650445190053074,0.45525906614407535,False
17368.9931390679,589973,23344.8519699978,2.31271693742491,0.5771234264849457,False
31.824936587545,2921,155.31534651490622,0.201936431354294,0.34546035282381804,False
55.0990734426,110157,149.29636363739215,0.0072242825874159,0.39168268689917224,False
33.819368771525,2920,153.41039772074123,0.2145329214500781,0.3456583771152195,False
1157.9248360879549,589967,8858.124800607484,0.1541793869967513,0.4618403893481701,False
13956.7078896141,589974,36815.93428484451,1.8583614782326088,0.5596184277430355,False
29.92089606124,2917,151.26545300778423,0.1896465349542976,0.3450180746590749,False
110.7743832876,13,1261.1912406545996,0.2995873814199742,0.3411734291526795,False
134.20100992357283,190544,1343.2478302951097,0.0353905637303183,0.4005614841457445,False
2414.887558573596,589968,10731.553671253372,0.3215461833208722,0.47775808346812965,False
29.82966915724,2918,150.55854605803623,0.1891208727166059,0.3451105334249863,False
160093.428572407,589975,194506.48566983055,21.316002168863,0.7750470509867512,True
29.9216842937,2923,155.4085480012362,0.189965165957595,0.34498211862952394,False
485.6255747673932,589969,11163.902715147922,0.0646619330567548,0.4511678222523326,False
11.155285421240348,3330,3405.459135779168,0.0247764256303951,0.3528421943940517,False
2517.582978257753,190546,16981.888137572932,0.6639119313804199,0.47329340040815315,False
29.92047593734,2919,154.10628661768823,0.1897492637284507,0.3450180746590749,False
67.74747137234355,589976,191975.3740745331,0.0090204056796425,0.5408931951113414,False
55.04446305977963,110156,195.0718685584863,0.0072170573358254,0.39168268689917224,False
17.41834403019989,370054,2053.6820011545547,0.0492516560183372,0.43016341668092756,False
839.764821258735,190543,1278.964892376016,0.2214558593035094,0.4245138865581109,False
11.16536326226452,49615,209.697354941154,0.0171358620222554,0.36332104157114664,False
651.3857000320096,1,651.3857000320096,1.0,0.3533978928379828,False
565.9123111424689,370053,2632.717772121656,1.6001548038738909,0.4590383488252345,False
73.842692169925,12240,33074.51347563636,0.0052089660885541,0.4038287318589958,False
513.9649869506502,69,2567.947791123642,1.581815486111398,0.3721114006133464,False
92533.33272281478,45688,111323.408349532,8.527171211295949,0.7271700524559596,True
19.931339022993345,60810,344.7063471543802,0.0052975571956211,0.3599427733270442,False
94.35090272158382,151015,89692.17389237278,0.0136351675251434,0.4790955562733956,False
44905.277192042384,57170,45100.4275539099,74.73055103310458,0.7135476255763921,True
21.074758155295022,49614,200.67444868442567,0.032343506020775,0.3625079498151966,False
19.877009941720303,110155,1897.8029892652007,0.0026061154848734,0.39211244301812725,False
348.80386943,9,3083.915627975638,0.8550517720420434,0.35373194860817003,False
3097.7714489078103,45690,100403.3334244985,0.28547634670763,0.4730136009220101,False
2902.3297212328503,8187,12145.006117363062,0.4435380359446932,0.3999373435104143,False
