amount_usd,tx_count_user,rolling_volume_user,relative_amount
811.8505737336999,11839,1580.5701460038285,0.23982959085910222
360.60122851390554,370056,1188.6503196654985,1.0196283268601813
3709.51373260118,589985,236958.1375764226,0.4938878261559729
212798.17046890475,589982,265118.8354293728,28.332131756076592
3321.7989276668,589978,177940.60136944175,0.4422903029893845
1374.4539971503198,589981,52821.58346884842,0.183004467437965
453.99327857045995,589987,23466.29901271283,0.060445248420939526
1.1160044833143279,60812,314.9491896335166,0.00029663292943449016
226.79262377485983,589986,235810.47620304712,0.030195413236989967
268.0223915358061,373283,41440.41309290864,0.023972437087959916
1421.6212694534397,71,2458.8973645051365,3.6426123387269524
104.06508088806,70,1068.483549420814,0.27710660178764057
1033.7504271595228,12972,7089.612073677616,0.25299940309408514
1021.9193851002112,12973,7095.616888595622,0.25011833953584683
482.3065861515613,589984,279517.5044949213,0.06421465566756239
130.70866908388854,370055,828.1427716715564,0.36958905875739084
18593.69279161366,589983,280390.72929331963,2.475574086436127
305.72379014226,123925,1209.361845027262,0.090465084222038
38.5292131676,50274,1544.249429670573,0.10649304264560312
1355.53138454988,589979,165339.42486437754,0.18048630655646658
813.1403925041537,11840,1997.6683058890112,0.2402260331545198
1021.3163814557118,12971,7071.4052119037,0.24994190871678018
184.62686499999998,1,184.62686499999998,1
129.08148959664734,60813,349.0158531226889,0.03431028190890851
46268.8806510999,589980,51514.87694307044,6.1605555038808815
500.91850838039494,589977,191987.79558084285,0.06669614694775176
410.09323,3,554.9131150000001,2.217067243040381
499.48718626489494,8421,2151.7955882346323,0.17523080707099647
2.0632090446,186632,659.3955202322418,0.0016548007425215261
29.922082411109997,2922,155.3165328647762,0.18991504538530454
29.91998779338,2916,151.88193824995224,0.1895880917730381
13412.432805623968,190545,14464.355686008952,3.536987078135322
2402.877187420905,589970,11742.339543786056,0.31994785902716144
2598.859066669842,589971,9060.174223520811,0.34604361817931867
133.3828230575,17,1208.5197423113495,0.41707668442261636
488.49700207063694,589972,8390.746389503494,0.0650445190053074
17368.9931390679,589973,23344.8519699978,2.31271693742491
31.824936587544997,2921,155.31534651490622,0.20193643135429404
55.0990734426,110157,149.29636363739215,0.007224282587415925
33.819368771525,2920,153.41039772074123,0.21453292145007816
1157.9248360879549,589967,8858.124800607484,0.15417938699675138
13956.707889614101,589974,36815.93428484451,1.8583614782326088
29.920896061239997,2917,151.26545300778423,0.18964653495429762
110.77438328759999,13,1261.1912406545996,0.29958738141997426
134.20100992357285,190544,1343.2478302951097,0.035390563730318375
2414.887558573596,589968,10731.553671253372,0.32154618332087226
29.829669157239998,2918,150.55854605803623,0.18912087271660594
160093.428572407,589975,194506.48566983058,21.316002168862997
29.921684293699997,2923,155.4085480012362,0.189965165957595
485.62557476739323,589969,11163.902715147922,0.06466193305675484
11.155285421240347,3330,3405.459135779168,0.024776425630395147
2517.5829782577534,190546,16981.888137572932,0.6639119313804199
29.920475937339997,2919,154.10628661768823,0.18974926372845075
67.74747137234355,589976,191975.3740745331,0.009020405679642511
55.04446305977963,110156,195.0718685584863,0.007217057335825419
17.41834403019989,370054,2053.6820011545547,0.04925165601833727
839.764821258735,190543,1278.964892376016,0.2214558593035094
11.165363262264519,49615,209.69735494115398,0.017135862022255442
651.3857000320096,1,651.3857000320096,1
565.9123111424689,370053,2632.717772121656,1.6001548038738909
73.842692169925,12240,33074.51347563636,0.0052089660885541724
513.9649869506502,69,2567.947791123642,1.581815486111398
92533.33272281478,45688,111323.408349532,8.527171211295949
19.931339022993345,60810,344.7063471543802,0.005297557195621119
94.35090272158382,151015,89692.17389237278,0.013635167525143465
44905.277192042384,57170,45100.4275539099,74.73055103310458
21.074758155295022,49614,200.67444868442567,0.032343506020775084
19.877009941720306,110155,1897.8029892652012,0.002606115484873425
348.80386942999996,9,3083.915627975638,0.8550517720420434
3097.7714489078103,45690,100403.3334244985,0.28547634670763006
2902.3297212328503,8187,12145.006117363062,0.44353803594469327
5281.024386935088,589966,11563.391845189346,0.7031751198198407
1132.59667948529,45687,24423.67455853231,0.1043887316892418
395.900922154388,1,395.900922154388,1
